Time,Hour,Radiation,Temp,Dir,Spd,Time
300,6,,0.52559727,120,0.392156863,300
300,7,,0.539249147,120,0.343137255,300
300,8,,0.563139932,120,0.343137255,300
300,9,,0.57337884,120,0.343137255,300
300,10,,0.590443686,110,0.31372549,300
300,11,,0.61774744,100,0.225490196,300
300,12,,0.645051195,70,0.176470588,300
300,13,,0.672354949,100,0.098039216,300
300,14,,0.672354949,110,0.137254902,300
300,15,,0.71331058,150,0.156862745,300
300,16,,0.716723549,,,300
300,17,,0.71331058,160,0.323529412,300
300,18,,0.699658703,160,0.31372549,300
300,19,,0.699658703,160,0.303921569,300
300,20,,0.689419795,160,0.264705882,300
301,6,,0.672354949,160,0.205882353,301
301,7,,0.675767918,160,0.078431373,301
301,8,,0.689419795,160,0.088235294,301
301,9,,0.730375427,160,0.225490196,301
301,10,,0.733788396,160,0.294117647,301
301,11,,0.767918089,170,0.245098039,301
301,12,,0.802047782,200,0.254901961,301
301,13,,0.781569966,220,0.205882353,301
301,14,,0.795221843,230,0.254901961,301
301,15,,0.788395904,220,0.245098039,301
301,16,,0.750853242,,,301
301,17,,0.76109215,200,0.254901961,301
301,18,,0.733788396,170,0.205882353,301
301,19,,0.720136519,210,0.166666667,301
301,20,,0.720136519,190,0.098039216,301
302,6,,0.66894198,160,0.147058824,302
302,7,,0.675767918,140,0.068627451,302
302,8,,0.706484642,160,0.117647059,302
302,9,,0.699658703,180,0.107843137,302
302,10,,0.703071672,170,0.137254902,302
302,11,,0.686006826,260,0.12745098,302
302,12,,0.709897611,290,0.029411765,302
302,13,,0.720136519,170,0.068627451,302
302,14,,0.754266212,160,0.107843137,302
302,15,,0.740614334,210,0.107843137,302
302,16,,0.71331058,290,0.068627451,302
302,17,,0.686006826,110,0.245098039,302
302,18,,0.66552901,110,0.225490196,302
302,19,,0.655290102,110,0.176470588,302
302,20,,0.651877133,120,0.107843137,302
303,6,,0.535836177,110,0,303
303,7,,0.556313993,110,0.058823529,303
303,8,,0.583617747,110,0,303
303,9,,0.631399317,120,0,303
303,10,,0.662116041,120,0.12745098,303
303,11,,0.66552901,120,0.225490196,303
303,12,,0.686006826,120,0.245098039,303
303,13,,0.675767918,120,0.235294118,303
303,14,,0.66552901,120,0.245098039,303
303,15,,0.692832765,120,0.225490196,303
303,16,,0.696245734,120,0.235294118,303
303,17,,0.66552901,120,0.215686275,303
303,18,,0.655290102,120,0.225490196,303
303,19,,0.634812287,120,0.264705882,303
303,20,,0.627986348,120,0.264705882,303
304,6,,0.614334471,100,0.166666667,304
304,7,,0.590443686,110,0.196078431,304
304,8,,0.597269625,110,0.156862745,304
304,9,,0.624573379,100,0.147058824,304
304,10,,0.61774744,120,0.401960784,304
304,11,,0.651877133,110,0.411764706,304
304,12,,0.658703072,120,0.392156863,304
304,13,,0.66894198,110,0.392156863,304
304,14,,0.638225256,110,0.333333333,304
304,15,,0.658703072,110,0.333333333,304
304,16,,0.645051195,110,0.333333333,304
304,17,,0.62116041,110,0.333333333,304
304,18,,0.62116041,110,0.284313725,304
304,19,,0.614334471,120,0.294117647,304
304,20,,0.61774744,120,0.254901961,304
305,6,,0.726962457,190,0.254901961,305
305,7,,0.730375427,190,0.245098039,305
305,8,,0.740614334,200,0.254901961,305
305,9,,0.76109215,210,0.323529412,305
305,10,,0.771331058,210,0.392156863,305
305,11,,0.774744027,210,0.421568627,305
305,12,,0.747440273,220,0.401960784,305
305,13,,0.566552901,250,0.323529412,305
305,14,,0.563139932,280,0.107843137,305
305,15,,0.56996587,260,0.058823529,305
305,16,,0.590443686,290,0.019607843,305
305,17,,0.587030717,270,0.049019608,305
305,18,,0.583617747,280,0.039215686,305
305,19,,0.587030717,70,0.009803922,305
305,20,,0.587030717,100,0,305
306,6,,0.597269625,250,0,306
306,7,,0.604095563,240,0.009803922,306
306,8,,0.631399317,260,0,306
306,9,,0.634812287,240,0.019607843,306
306,10,,0.648464164,270,0.088235294,306
306,11,,0.641638225,260,0.078431373,306
306,12,,0.641638225,270,0.078431373,306
306,13,,0.686006826,130,0.078431373,306
306,14,,0.699658703,120,0.058823529,306
306,15,,0.675767918,120,0.176470588,306
306,16,,0.658703072,110,0.098039216,306
306,17,,0.634812287,140,0.058823529,306
306,18,,0.597269625,120,0.156862745,306
306,19,,0.583617747,120,0.264705882,306
306,20,,0.56996587,110,0.264705882,306
307,6,,0.518771331,110,0.37254902,307
307,7,,0.52559727,110,0.421568627,307
307,8,,0.515358362,110,0.450980392,307
307,9,,0.505119454,120,0.421568627,307
307,10,,0.511945392,120,0.480392157,307
307,11,,0.52559727,110,0.401960784,307
307,12,,0.559726962,110,0.411764706,307
307,13,,0.614334471,120,0.411764706,307
307,14,,0.576791809,120,0.441176471,307
307,15,,0.556313993,120,0.450980392,307
307,16,,0.542662116,120,0.5,307
307,17,,0.542662116,120,0.5,307
307,18,,0.529010239,120,0.470588235,307
307,19,,0.529010239,120,0.490196078,307
307,20,,0.535836177,120,0.441176471,307
308,6,,0.529010239,120,0.37254902,308
308,7,,0.535836177,120,0.401960784,308
308,8,,0.552901024,120,0.382352941,308
308,9,,0.57337884,120,0.274509804,308
308,10,,0.580204778,120,0.37254902,308
308,11,,0.593856655,120,0.343137255,308
308,12,,0.66894198,120,0.392156863,308
308,13,,0.645051195,120,0.401960784,308
308,14,,0.62116041,120,0.303921569,308
308,15,,0.675767918,120,0.323529412,308
308,16,,0.658703072,120,0.264705882,308
308,17,,0.655290102,120,0.333333333,308
308,18,,0.634812287,110,0.215686275,308
308,19,,0.62116041,100,0.137254902,308
308,20,,0.62116041,110,0.117647059,308
309,6,,0.607508532,100,0.117647059,309
309,7,,0.61774744,90,0.068627451,309
309,8,,0.658703072,100,0.088235294,309
309,9,,0.709897611,100,0.039215686,309
309,10,,0.754266212,110,0.039215686,309
309,11,,0.791808874,120,0.058823529,309
309,12,,0.819112628,160,0.176470588,309
309,13,,0.819112628,170,0.205882353,309
309,14,,0.822525597,210,0.166666667,309
309,15,,0.836177474,250,0.156862745,309
309,16,,0.836177474,270,0.18627451,309
309,17,,0.812286689,210,0.147058824,309
309,18,,0.788395904,180,0.166666667,309
309,19,,0.76109215,210,0.156862745,309
309,20,,0.757679181,200,0.156862745,309
